Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
Shree Mahaveer Travels Jaipur,A/C Sleeper (2+1),22:30,02:30,04h 00m,999.0,34 Seats available,3.4,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Panwar Travels,A/C Sleeper (2+1),22:30,02:30,04h 00m,830.0,36 Seats available,4.1,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Maharaja Travels,A/C Sleeper (2+1),22:55,02:20,03h 25m,952.0,30 Seats available,3.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
SHEKHAR TRAVELS,A/C Seater / Sleeper (2+1),23:00,02:20,03h 20m,700.0,37 Seats available,3.4,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Vijay Tour and Travels,A/C Seater / Sleeper (2+1),23:00,02:30,03h 30m,550.0,23 Seats available,3.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Jain travels regd,NON AC Seater / Sleeper 2+1,23:00,02:45,03h 45m,350.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
NueGo,Electric A/C Seater (2+2),23:30,03:35,04h 05m,352.0,39 Seats available,4.6,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Jain travels regd,NON AC Seater / Sleeper 2+1,23:50,03:15,03h 25m,1000.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
M R Travels,A/C Seater / Sleeper (2+1),23:55,02:15,02h 20m,1000.0,35 Seats available,3.8,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Deepak Travels,NON A/C Sleeper (2+1),00:15,04:00,03h 45m,1199.0,30 Seats available,2.1,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Rathi Travels Business Class,NON A/C Sleeper (2+1),00:45,02:45,02h 00m,2500.0,36 Seats available,0.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Shri Chirag Travel Agency,AC Sleeper (2+1),00:50,03:59,03h 09m,1215.0,37 Seats available,2.7,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Neelam Travels,A/C Seater / Sleeper (2+1),01:00,05:00,04h 00m,500.0,10 Seats available,1.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Radhika Travells,NON A/C Seater/ Sleeper (2+1),01:40,06:15,04h 35m,1000.0,42 Seats available,0.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Deepak Travels,NON A/C Seater/ Sleeper (2+1),02:00,05:00,03h 00m,1050.0,17 Seats available,2.1,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Baba Shayam Travels,NON AC Seater / Sleeper 2+1,03:16,07:16,04h 00m,600.0,33 Seats available,0.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
RR Travels,A/C Seater / Sleeper (2+1),03:40,09:20,05h 40m,278.0,32 Seats available,2.2,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Gorsiya Travels,Bharat Benz A/C Seater /Sleeper (2+1),03:46,07:55,04h 09m,1000.0,29 Seats available,2.9,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Ashok Travels and Cargo,A/C Seater/Sleeper (2+1),04:00,07:00,03h 00m,800.0,28 Seats available,2.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Jay Bajrang Travels,NON A/C Sleeper (2+1),04:00,07:30,03h 30m,600.0,28 Seats available,2.2,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Ashok Travels and Cargo,A/C Seater/Sleeper (2+1),04:00,07:30,03h 30m,2000.0,27 Seats available,2.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Ashok Travels and Cargo,A/C Seater/Sleeper (2+1),04:30,08:00,03h 30m,700.0,16 Seats available,0.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Ashok Travels and Cargo,Non A/C Seater / Sleeper (2+1),04:45,08:30,03h 45m,650.0,16 Seats available,2.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
T.R. JANI TRAVELS,A/C Seater / Sleeper (2+1),05:00,08:00,03h 00m,800.0,34 Seats available,2.7,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Jay Bajrang Travels,A/C Seater/Sleeper (2+1),05:01,08:30,03h 29m,523.81,31 Seats available,2.2,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Maa Laxmi Bihar Express,Non A/C Seater / Sleeper (2+1),10:15,16:00,05h 45m,1000.0,33 Seats available,1.3,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Vikas Travels Jaipur,A/C Seater/Sleeper (2+1),12:00,16:10,04h 10m,475.0,49 Seats available,0.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Kusum Travels and Logistics,NON A/C Sleeper (2+1),12:15,21:30,09h 15m,2199.0,36 Seats available,1.1,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+1),12:30,15:00,02h 30m,1799.0,47 Seats available,1.2,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
SHREE MARUTIKRUPA TRAVELS AND CARGO,A/C Seater / Sleeper (2+1),12:45,17:45,05h 00m,570.0,40 Seats available,2.4,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
SHAGUN CARGO & TRAVELS,Non A/C Seater / Sleeper (2+1),13:15,17:30,04h 15m,570.0,31 Seats available,2.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Goyal Travels,A/C Seater / Sleeper (2+1),13:30,17:15,03h 45m,450.0,26 Seats available,2.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Jain Shiv Shankar Travels,Bharat Benz A/C Seater /Sleeper (2+1),14:05,18:35,04h 30m,941.0,33 Seats available,2.6,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
janta shatabdi travels,A/C Sleeper (2+1),14:30,19:00,04h 30m,713.0,36 Seats available,2.3,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Jain Shiv Shankar Travels,Bharat Benz A/C Seater /Sleeper (2+1),14:55,18:55,04h 00m,969.0,33 Seats available,2.6,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
LATSAHIB BHAWANI TOUR AND TRAVELS,Bharat Benz A/C Seater /Sleeper (2+1),15:25,19:15,03h 50m,1234.0,26 Seats available,2.7,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
GV Tours,A/C Seater/Sleeper (2+1),16:00,19:30,03h 30m,475.0,42 Seats available,2.8,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Gajkaran Travels And Cargo,A/C Seater / Sleeper (2+1),16:15,20:00,03h 45m,1600.0,35 Seats available,2.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Ambika Travels,A/C Sleeper (2+1),17:15,21:05,03h 50m,1500.0,22 Seats available,1.7,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Goyal Travels,VE A/C Seater / Sleeper (2+1),17:30,21:35,04h 05m,750.0,40 Seats available,2.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Ambika Tour and Travels,AC Sleeper (2+1),17:30,21:20,03h 50m,3500.0,34 Seats available,2.2,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Anshi Raj Shree Travels,A/C Seater / Sleeper (2+1),18:00,22:00,04h 00m,999.0,32 Seats available,2.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Jain Shiv Shankar Travels,A/C Sleeper (2+1),18:00,22:30,04h 30m,1424.0,36 Seats available,2.6,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
janta shatabdi travels,NON A/C Seater/ Sleeper (2+1),18:00,22:30,04h 30m,475.0,41 Seats available,2.3,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Shree Balajee Travels And Cargo,NON A/C Seater/ Sleeper (2+1),18:00,21:10,03h 10m,1500.0,40 Seats available,1.2,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
MJ Bhati Travels JJN,Bharat Benz A/C Sleeper (2+1),18:00,21:00,03h 00m,1092.0,28 Seats available,2.6,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Raj travels Jhunjhunu,A/C Seater / Sleeper (2+1),18:10,21:15,03h 05m,665.0,36 Seats available,2.7,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
LATSAHIB BHAWANI TOUR AND TRAVELS,Bharat Benz A/C Sleeper (2+1),18:15,21:45,03h 30m,1330.0,34 Seats available,2.7,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),19:00,00:30,05h 30m,670.0,53 Seats available,2.6,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Kalpana Travels Pvt. Ltd.,NON AC Seater / Sleeper 2+1,19:15,23:30,04h 15m,400.0,34 Seats available,2.8,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
yogesh Travels,A/C Seater / Sleeper (2+1),19:20,23:00,03h 40m,2000.0,40 Seats available,2.4,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
NEW RADHIKA TRAVEL,NON A/C Seater/ Sleeper (2+1),19:30,00:30,05h 00m,449.0,41 Seats available,1.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Haji Ali Travels,A/C Seater / Sleeper (2+1),19:30,01:00,05h 30m,463.0,37 Seats available,1.4,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
MJ Bhati Travels JJN,Bharat Benz A/C Seater /Sleeper (2+1),19:30,23:30,04h 00m,899.0,40 Seats available,2.6,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Shri Chirag Travel Agency,AC Sleeper (2+1),19:45,23:20,03h 35m,1621.0,36 Seats available,2.7,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
janta shatabdi travels,Non A/C Seater / Sleeper (2+1),20:00,23:00,03h 00m,570.0,42 Seats available,2.3,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Shatabdi Travels,NON A/C Sleeper (2+1),20:00,00:00,04h 00m,618.0,32 Seats available,2.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
NEW RADHIKA TRAVEL,Non A/C Seater / Sleeper (2+1),20:00,23:15,03h 15m,600.0,44 Seats available,1.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Shri Amar Shakti Travels,NON A/C Sleeper (2+1),20:00,01:30,05h 30m,1200.0,11 Seats available,0.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),20:00,00:00,04h 00m,570.0,47 Seats available,2.6,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Mansoori tour and travels,Non A/C Seater / Sleeper (2+1),20:00,00:15,04h 15m,648.0,40 Seats available,1.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
SHAGUN CARGO & TRAVELS,NON A/C Seater/ Sleeper (2+1),20:15,01:00,04h 45m,570.0,32 Seats available,2.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Chaturvedi Bus Service,NON A/C Seater/ Sleeper (2+1),20:30,00:30,04h 00m,570.0,56 Seats available,2.6,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
janta shatabdi travels,Non A/C Seater / Sleeper (2+1),21:00,00:00,03h 00m,570.0,37 Seats available,2.3,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Lucky Travels Agency,NON A/C Sleeper (2+1),21:00,00:32,03h 32m,1000.0,32 Seats available,0.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Shree Mahaveer Travels,A/C Seater / Sleeper (2+1),21:00,00:30,03h 30m,700.0,38 Seats available,2.7,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Mansoori tour and travels,A/C Seater / Sleeper (2+1),21:00,01:00,04h 00m,648.0,40 Seats available,1.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
SHAGUN CARGO & TRAVELS,A/C Sleeper (2+1),21:15,01:45,04h 30m,665.0,31 Seats available,2.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Navdeep Travels,NON A/C Sleeper (2+1),21:30,01:00,03h 30m,549.0,30 Seats available,1.9,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Kalpana Travels Pvt. Ltd.,NON AC Seater / Sleeper 2+1,21:30,01:45,04h 15m,400.0,34 Seats available,2.8,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Shatabdi Travels,AC Sleeper (2+1),21:31,00:16,02h 45m,857.0,30 Seats available,2.9,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Choudhary travels and cargo,A/C Seater / Sleeper (2+1),22:00,00:00,02h 00m,800.0,15 Seats available,1.9,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
NEW RADHIKA TRAVEL,NON A/C Seater/ Sleeper (2+1),22:00,02:00,04h 00m,399.0,41 Seats available,1.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
First Choice Holidays,A/C Seater / Sleeper (2+2),22:00,01:45,03h 45m,3999.0,54 Seats available,2.2,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
SHAGUN CARGO & TRAVELS,NON A/C Seater/ Sleeper (2+1),22:15,01:30,03h 15m,855.0,32 Seats available,2.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Shri Chirag Travel Agency,NON A/C Sleeper (2+1),22:15,01:45,03h 30m,1203.0,30 Seats available,2.7,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Rajat Travels,Non A/C Seater / Sleeper (2+1),22:45,02:00,03h 15m,600.0,21 Seats available,2.7,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
GV Tours,A/C Seater / Sleeper (2+1),22:50,02:45,03h 55m,475.0,40 Seats available,2.8,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Kalpana Travels Pvt. Ltd.,AC Sleeper (2+1),23:15,03:45,04h 30m,900.0,30 Seats available,2.8,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Om shree ji travles,NON A/C Seater/ Sleeper (2+1),23:15,04:00,04h 45m,600.0,42 Seats available,2.9,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Sharad Travels,NON A/C Sleeper (2+1),23:30,05:00,05h 30m,700.0,22 Seats available,2.7,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Salasar vaishnav travels,Non A/C Seater / Sleeper (2+1),23:35,03:35,04h 00m,750.0,38 Seats available,0.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Deepak Travels,AC Sleeper (2+1),23:40,02:45,03h 05m,900.0,30 Seats available,2.1,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
Om sai tour and travels,NON A/C Sleeper (2+1),23:50,05:30,05h 40m,900.0,30 Seats available,0.0,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
IBS Tour and Travels,Non A/C Seater / Sleeper (2+1),23:55,03:45,03h 50m,499.0,31 Seats available,2.5,https://www.redbus.in/bus-tickets/jaipur-to-bharatpur,Jaipur (Rajasthan) to Bharatpur
RSRTC - 170972,Super Luxury Volvo AC Seater Pushback 2+2,01:30,06:15,04h 45m,524.0,37 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
RSRTC - 178742,Express Non AC Seater 2+3,07:30,12:55,05h 25m,258.0,42 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
RSRTC - 170971,Super Luxury Volvo AC Seater Pushback 2+2,08:00,12:45,04h 45m,524.0,37 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
RSRTC - 160780,Super Luxury Volvo AC Seater Pushback 2+2,09:00,13:45,04h 45m,524.0,37 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
RSRTC - 163543,Express Non AC Seater 2+3,09:30,15:00,05h 30m,258.0,42 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
RSRTC - 156404,Express Non AC Seater 2+3,10:05,15:45,05h 40m,258.0,42 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
RSRTC - 142360,Super Luxury Volvo AC Seater Pushback 2+2,10:15,14:45,04h 30m,524.0,28 Seats available,2.8,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
RSRTC - 163995,Express Non AC Seater 2+3,10:40,16:10,05h 30m,258.0,42 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
RSRTC - 174473,Express Non AC Seater 2+3,11:01,16:30,05h 29m,258.0,42 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
RSRTC - 163964,Express Non AC Seater 2+3,11:15,17:00,05h 45m,258.0,42 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
RSRTC - 186234,Super Luxury Volvo AC Seater Pushback 2+2,11:15,16:00,04h 45m,524.0,37 Seats available,4.5,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
RSRTC - 186237,Super Luxury Volvo AC Seater Pushback 2+2,12:15,16:45,04h 30m,524.0,37 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
RSRTC - 193584,Express Non AC Seater 2+3,13:00,18:00,05h 00m,258.0,42 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
RSRTC - 156586,Super Luxury Volvo AC Seater Pushback 2+2,14:00,18:45,04h 45m,524.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
RSRTC - 185137,Super Luxury Volvo AC Seater Pushback 2+2,15:00,19:45,04h 45m,524.0,37 Seats available,1.8,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
RSRTC - 143156,Super Luxury Volvo AC Seater Pushback 2+2,16:00,20:45,04h 45m,524.0,37 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
RSRTC - 168081,Express Non AC Seater 2+3,16:40,22:15,05h 35m,258.0,42 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
RSRTC - 163509,Express Non AC Seater 2+3,17:05,22:30,05h 25m,258.0,42 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
RSRTC - 188525,Super Luxury Volvo AC Seater Pushback 2+2,18:00,22:45,04h 45m,524.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
RSRTC - 157451,Super Luxury Volvo AC Seater Pushback 2+2,19:00,23:45,04h 45m,524.0,37 Seats available,4.1,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
RSRTC - 169316,Express Non AC Seater 2+3,19:20,00:15,04h 55m,258.0,42 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
RSRTC - 190961,NON AC Seater / Sleeper 2+1,22:40,04:40,06h 00m,334.0,37 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
RSRTC - 163517,Express Non AC Seater 2+3,23:00,05:00,06h 00m,250.0,42 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
RSRTC - 178948,Super Luxury Volvo AC Seater Pushback 2+2,23:59,04:45,04h 46m,524.0,37 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Jain travels regd,NON AC Seater / Sleeper 2+1,23:50,05:00,05h 10m,350.0,36 Seats available,2.3,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
M R Travels,A/C Volvo B11R Multi-Axle Sleeper (2+1),04:15,09:00,04h 45m,1000.0,20 Seats available,3.8,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Chanakya Travels Agency,AC Sleeper (2+1),05:00,10:25,05h 25m,900.0,3 Seats available,3.7,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Jakhar Travels,A/C Seater / Sleeper (2+1),04:30,08:30,04h 00m,700.0,12 Seats available,3.7,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Chanakya Travels Agency,NON A/C Seater/ Sleeper (2+1),04:00,08:45,04h 45m,750.0,7 Seats available,3.7,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Jakhar Travels,A/C Sleeper (2+1),23:15,03:50,04h 35m,600.0,34 Seats available,3.7,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Jakhar Travels,A/C Seater / Sleeper (2+1),00:45,05:30,04h 45m,429.0,8 Seats available,3.7,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Chanakya Travels Agency,A/C Sleeper (2+1),05:15,10:30,05h 15m,1500.0,30 Seats available,3.7,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Jakhar Travels And Cargo,A/C Sleeper (2+1),23:00,03:40,04h 40m,600.0,36 Seats available,3.4,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Jakhar Travels And Cargo,Non A/C Seater / Sleeper (2+1),21:45,02:30,04h 45m,314.0,50 Seats available,3.4,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Shree Ganesh Travels,A/C Seater / Sleeper (2+1),22:00,03:05,05h 05m,400.0,38 Seats available,3.3,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Swagat Travels,A/C Seater / Sleeper (2+1),22:00,03:20,05h 20m,400.0,41 Seats available,3.3,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Shre Ganesh Travels,Bharat Benz A/C Seater /Sleeper (2+1),01:45,05:45,04h 00m,700.0,38 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Bhagwati Travels and Tours,A/C Seater/Sleeper (2+1),20:10,00:35,04h 25m,400.0,28 Seats available,3.2,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Kalpana Travels Pvt. Ltd.,A/C Seater / Sleeper (2+1),22:30,03:00,04h 30m,500.0,40 Seats available,2.8,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Kalpana Travels Pvt. Ltd.,AC Sleeper (2+1),00:45,06:30,05h 45m,500.0,30 Seats available,2.8,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Jain Shiv Shankar Travels,A/C Seater/Sleeper (2+1),16:00,20:45,04h 45m,650.0,34 Seats available,2.6,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Pooja Travels,A/C Sleeper (2+1),19:15,01:15,06h 00m,600.0,32 Seats available,2.6,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Gajraj Travels,A/C Seater/Sleeper (2+1),04:44,09:23,04h 39m,900.0,6 Seats available,4.4,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
Gajraj Travels,A/C Sleeper (2+1),00:30,05:35,05h 05m,600.0,16 Seats available,4.4,https://www.redbus.in/bus-tickets/kishangarh-to-jodhpur,Kishangarh to Jodhpur
